93436	20220701
79299	20180711
43449	20210909
21936	20230206
17782	20220207
84788	20200608
14295	20211201
10107	20171201
11644	20221126
26403	20220310
14593	20210510
57665	19960328
79881	20200612
89393	20200916
16432	20200819
26403	20210507
11308	20190606
16432	20190605
10516	20130703
