75186	20161011
82642	20161011
18163	20161011
81073	20161011
63060	20161011
66093	20161011
59408	20161011
19561	20161011
29890	20161011
14541	20161011
11308	20161011
11850	20161011
13407	20161011
25785	20161011
59010	20161011
90505	20161011
21178	20161011
90562	20161011
15229	20161011
56064	20161011
82581	20161011
10104	20161011
84042	20161011
90794	20161011
87447	20161011
63263	20161011
87356	20161011
14983	20161011
91277	20161011
21118	20161011
21970	20161011
55976	20161011
75154	20161011
57817	20161011
89757	20161011
93436	20161011
26403	20161011
22752	20161011
90979	20161011
59328	20161011
13856	20161011
12079	20161011
12490	20161011
22592	20161011
25320	20161011
20745	20161011
90751	20161011
84788	20161011
77659	20161011
77462	20161011
14182	20161011
49429	20161011
75905	20161011
89394	20161011
40539	20161011
12060	20161011
78840	20161011
92775	20161011
